id,Z,female,low_income,baseline_score,D,Y
5759,1,1,1,52.80133141587719,1,62.83609012334433
5760,1,1,0,46.22712212775618,1,63.52043808673266
5761,0,1,1,53.7517042636713,0,61.17887784665869
5762,0,0,1,43.91891067392874,0,60.98053517218764
5763,1,1,1,49.41057286741829,1,58.54354255062101
5764,1,1,1,42.59245696307414,1,59.38322942079702
5765,0,0,1,54.02618153711763,0,60.21152670120201
5766,1,1,0,45.3317664376594,1,62.61307426615531
5767,1,0,0,56.88630829300928,1,63.53723506044111
5768,1,1,0,46.73579264181164,1,61.95268088172995
5769,0,1,0,46.73644602880447,0,65.2773029356524
5770,0,1,1,51.78154206410069,0,60.60751046932298
5771,0,0,0,53.470255358698,0,65.02721100245392
5772,1,0,1,51.52649736815685,0,58.62446121811045
5773,0,1,0,58.14933503325214,0,61.56187704203351
5774,0,0,0,31.21196680201917,0,60.21108572815249
5775,1,0,0,60.7692818853431,0,63.51036087988908
5776,1,1,1,42.83437379623937,0,56.92541738014301
5777,1,0,0,46.52545726101979,1,64.05735069828349
5778,0,1,1,41.489591903525,0,58.04412172688545
5779,0,0,1,49.93251153531111,0,63.74724061849493
5780,0,1,0,58.08037183320221,0,64.11876483751878
5781,1,1,0,70.8583807048841,1,65.30191446008295
5782,0,0,1,46.50006928669964,0,59.84641155145867
5783,1,0,0,53.08918628601454,1,63.73487696707898
5784,0,0,1,45.77534048363996,0,61.89843537296526
5785,1,0,0,51.60966875626448,1,64.30177392467297
5786,1,0,0,29.0703259663065,1,59.05508834846903
5787,0,1,1,51.81375553012001,0,62.75200739329244
5788,1,0,1,51.58390302991417,1,62.4168103000538
5789,0,1,0,43.99281972815998,0,64.20422216642041
5790,0,1,1,57.67129314739463,0,61.2512172863304
5791,1,0,1,47.03151282158913,1,64.42472532932199
5792,1,0,1,57.93521870086904,1,63.96745499750108
5793,0,0,1,44.14091232908392,0,62.29713806388393
5794,0,1,0,54.67597659468797,0,64.07306641406228
5795,1,0,1,39.15294001797872,1,60.57209484579028
5796,0,0,0,41.18667852212215,1,61.89638018957584
5797,1,0,1,37.14557048267523,0,59.96448359108125
5798,1,1,1,60.05626800899904,0,61.85880381615988
5799,1,0,0,31.56072047165583,0,60.11819577746121
5800,0,0,0,59.54032237189724,0,66.61139339225633
5801,0,1,0,53.99496974223641,0,63.32597922817268
5802,0,0,1,48.15490353802623,0,62.2917708994628
5803,1,1,1,44.4650165523569,1,63.29041950294915
5804,1,1,0,38.40748544875417,0,60.49089531714377
5805,1,1,0,44.59626650552172,1,63.42723517578527
5806,1,0,1,44.44057985189907,1,58.64800714603202
5807,0,0,1,48.76710979197927,0,59.83016791769773
5808,1,1,0,51.12884623525852,1,65.37436625598171
5809,0,1,1,35.11788647138713,0,59.36931100976318
5810,1,0,1,45.70426383313779,1,58.42256635493056
5811,0,0,1,36.54616211193719,0,61.43190822947192
5812,0,1,1,36.58928460982584,0,60.41579099353902
5813,0,0,0,70.19463777242353,0,65.03723470195223
5814,1,0,0,47.79977986082464,1,66.09242349782033
5815,0,1,0,60.00142186290891,0,62.93416089069617
5816,0,0,1,66.87700391553273,0,66.57574361015553
5817,1,0,1,27.65937850318084,1,61.46777637148013
5818,0,0,1,46.84501099467096,0,62.84438695388108
5819,1,0,1,42.58464965193035,1,60.60636855666662
5820,1,1,0,64.8154322911434,1,64.7866837086282
5821,1,0,1,32.60852835994314,1,58.2045336149391
5822,0,1,1,48.3228204084565,0,63.54605993918095
5823,1,0,0,47.1691214344307,1,62.92225619115276
5824,0,0,1,62.13338370105852,0,63.43478569022524
5825,1,0,1,42.28134810379429,1,62.67056555767258
5826,0,0,1,59.72173609173076,0,65.38523231486093
5827,1,1,0,49.27248715165567,1,62.57487676191509
5828,1,0,0,54.50602123415541,1,60.90523960031008
5829,1,1,1,49.05090418291712,0,62.17337399698763
5830,1,0,0,41.74769630677137,1,61.15679339840613
5831,0,1,0,74.20091320954441,1,69.61217346433723
5832,1,1,0,56.95806755074125,1,63.04641378775406
5833,0,0,0,54.33627208990761,0,64.62245549734359
5834,1,0,1,43.88401124509528,1,62.78509541007156
5835,1,1,1,36.24647103703977,0,56.37261911181233
5836,1,1,0,58.8584000606407,1,63.47546481760085
5837,1,1,0,47.16862202194748,1,62.79605245704363
5838,0,0,1,56.51894123100656,0,61.85901077533956
5839,1,0,0,73.92329915780431,1,63.79673395899329
5840,0,1,0,47.92036063566356,0,59.65989369285571
5841,0,1,0,45.83182303293952,1,65.74072860998265
5842,1,0,0,56.92013491241079,1,63.98098157154934
5843,0,0,0,53.07033977980871,1,62.18217603314019
5844,1,1,0,53.81294752284612,1,63.65556399894076
5845,0,0,0,41.08446421435802,1,62.13726046150924
5846,1,1,0,55.59465188079274,1,65.43355515362612
5847,0,1,0,32.86977306184179,1,58.55096524994318
5848,0,1,0,45.45131018496265,0,64.48404662410891
5849,0,1,1,45.52222642254235,1,62.0141386969208
5850,1,1,0,46.70151507362655,1,64.38260593526529
5851,0,1,0,72.70064665715569,1,67.62347483259123
5852,0,1,0,58.82855772819329,0,65.1380979897159
5853,1,1,1,50.70863156820261,1,65.93034826793608
5854,0,0,0,34.7251568215659,0,60.63844648938566
5855,0,1,0,50.47296644260852,0,64.6261729886568
5856,1,1,0,49.96869315582726,0,63.33257565507871
5857,0,0,1,30.66239698864622,0,61.13293280688288
5858,1,0,0,54.12724631430323,1,65.36158979066036
5859,0,0,1,58.91935063690551,1,65.40794555177354
5860,0,1,1,55.51223395197776,0,59.67686208862469
5861,0,1,1,58.38898759994905,0,63.27935740876686
5862,0,1,1,49.10539413501402,0,60.29337638344897
5863,1,1,1,52.65729872191312,1,63.76259791084179
5864,0,1,1,24.10833507761128,0,55.21076680561286
5865,1,1,0,34.73235661437137,1,56.81532882927536
5866,0,1,0,58.26213404912296,0,62.21823943895381
5867,0,0,0,53.02949908707213,0,63.38849197817303
5868,0,0,1,56.70669528551021,0,63.41345424678916
5869,1,1,1,45.21984941616064,1,60.46328805556144
5870,1,0,1,49.41079960519507,1,61.65271645521636
5871,0,1,1,28.45994183080981,0,58.51537774804706
5872,0,0,1,44.90637696904756,0,61.8871802006562
5873,0,0,1,52.32255689608445,1,61.53558137285819
5874,0,0,0,44.75455593554661,0,63.27001263151011
5875,0,1,1,43.29979028967745,0,59.19721516387741
5876,0,0,1,50.79995331785272,0,58.77521441232145
5877,1,0,1,50.62333521441337,1,60.96755822249489
5878,1,0,1,55.53423272428619,1,62.50669670251348
5879,1,1,1,46.64204962676989,1,60.9890539646625
5880,1,1,1,38.9645571312772,0,57.81333625903492
5881,0,0,0,69.26112343135358,0,66.13599137073696
5882,0,0,0,55.01831152392874,0,62.49285097467909
5883,0,1,0,57.99290377497061,1,63.31645644710682
5884,0,1,0,28.89215168193336,1,61.99542132785867
5885,0,1,1,48.80237234798931,0,60.06271244035148
5886,1,0,1,45.9200646450328,1,63.17747258340113
5887,1,0,0,57.49485074518525,1,65.68974733340735
5888,0,1,1,54.2991170135225,1,64.36392101412333
5889,1,1,0,41.09828465359536,1,64.12023205226767
5890,1,1,0,56.29463069037597,1,65.18820208947199
5891,1,1,1,41.96425392051729,1,58.06804773737666
5892,0,1,1,63.17795743672208,1,64.29341064635739
5893,0,0,1,38.91612338261231,0,58.65472094950913
5894,0,0,0,44.20616469018729,0,64.89357280490194
5895,0,0,1,41.94041532818918,0,58.41724317880895
5896,1,1,1,57.34730505491061,1,65.18234306207897
5897,0,0,0,46.31047230131447,0,61.03565225827741
5898,1,1,1,42.07751682676334,0,62.34475838477484
5899,0,1,0,60.42875089849478,0,63.62505955752723
5900,1,1,0,55.01800511380788,1,64.90869012111472
5901,0,1,1,24.71456970786326,1,57.73614387210129
5902,1,1,1,38.04331426903451,1,61.94985158661858
5903,0,1,1,35.91382803953127,0,61.3669193426683
5904,1,0,0,58.17480982982289,1,62.63685392047705
5905,0,1,0,25.78894217246445,1,55.99529001485935
5906,0,1,1,29.36434730267364,1,58.38774726115005
5907,1,1,1,39.3134905297665,1,61.88818200407474
5908,0,0,0,50.36257102353281,1,63.59786549997603
5909,0,1,0,53.16541413116679,0,64.10753172125767
5910,0,1,0,50.85579254263306,0,62.87817126371344
5911,1,0,1,40.92022198742167,0,60.80783441955408
5912,1,0,1,43.17686700765147,1,61.33005076732129
5913,0,1,1,37.78530605421963,0,59.78506479177001
5914,0,1,1,48.29744897275672,0,62.21809690365027
5915,1,0,0,36.83299115424106,1,63.07244101449073
5916,0,1,0,54.41128974865785,1,64.33070738251958
5917,0,0,0,47.37240560627226,0,62.14082767164194
5918,0,1,0,43.08408868541466,0,61.41657215402397
5919,0,0,0,28.85449383022507,1,59.27349397390472
5920,0,1,1,60.07683106645446,0,62.10289361423858
5921,0,0,0,52.15555478450675,0,64.47047240280345
5922,0,0,0,51.54806045499249,0,64.93199469056708
5923,0,0,0,50.16662764535489,0,62.07733757880149
5924,0,1,0,50.26094094582911,0,65.55183456930158
5925,1,1,0,63.89707813013869,0,65.06600506721172
5926,0,0,1,41.81547543410673,0,56.46978288900782
5927,0,0,0,27.55585636375176,1,61.06783268734791
5928,1,1,0,60.16007357807531,1,63.46105490025725
5929,0,1,0,34.69618241370733,0,58.58991881210241
5930,1,1,0,50.39475673654346,1,63.79688856764957
5931,0,1,0,43.05764019166128,0,61.68864667788272
5932,1,1,0,45.86777103495572,1,59.0474357697506
5933,0,1,1,53.07020238624563,0,65.47362807746789
5934,0,0,1,52.52372527862687,0,59.44982150903807
5935,0,1,0,61.44469470457609,1,66.35929168431755
5936,0,1,1,26.05680261516246,0,55.43306358732247
5937,1,0,0,46.01310323951187,0,60.68549363588595
5938,1,1,0,43.20840062087563,1,62.62427426414681
5939,0,1,1,37.10184052708131,0,60.58480911240236
5940,0,1,1,33.23699579868986,1,60.03137388574754
5941,0,0,0,55.13748761849646,0,63.51051159431464
5942,0,1,1,50.46508023631518,0,62.60598653156689
5943,1,0,0,53.99122758090144,0,64.91668778580473
5944,1,1,0,56.34467911984508,1,65.12274831148507
5945,1,1,1,33.85627942623759,1,59.81601919507962
5946,1,0,1,43.47719743380286,1,58.06708816555035
5947,0,1,1,41.56084672970112,0,58.68625294324524
5948,1,0,1,30.02191740902148,1,59.8206415357097
5949,1,1,1,53.61340964927248,1,64.98421080798551
5950,0,0,1,41.76978448782737,0,58.75055516101769
5951,0,0,0,48.01452209166155,0,63.18361965151975
5952,0,1,1,56.93969831799431,0,60.9832493362605
5953,1,1,0,64.23604492503583,1,64.16513115774747
5954,1,0,1,29.0421893903675,0,57.48475765297533
5955,0,1,1,46.59425210859678,0,60.51413198827935
5956,1,0,0,54.12563743082538,0,58.94549655609075
5957,0,1,0,66.60767847148504,0,67.46244030683903
5958,0,1,1,56.17898282042614,0,63.64916206970549
5959,0,0,0,64.83939080333809,0,64.2713455513649
5960,0,0,1,35.22196528742501,0,57.63912971210959
5961,1,0,0,54.6546337545384,1,66.36820128611372
5962,1,1,0,52.79812974726313,1,66.05477472134946
5963,1,0,0,44.61243950821684,0,65.21355479922866
5964,1,0,1,37.98697134265579,1,61.70731868002315
5965,0,0,1,55.72958299264479,0,60.46024349665898
5966,0,1,0,47.85960794474784,0,61.69478737736214
5967,0,1,1,38.20524105702529,0,59.47889421771163
5968,0,1,1,55.23530673540869,0,59.72325067272062
5969,0,1,1,48.66134101192809,0,66.10834517677735
5970,0,0,0,57.66312935142731,0,63.44207133271414
5971,1,0,1,42.91385386109203,1,60.09486010025357
5972,1,1,1,41.06038399819287,1,65.16970999926774
5973,0,1,1,46.1046855925665,0,61.05140136036261
5974,1,0,0,70.56685660526512,1,66.98672474293147
5975,0,1,0,67.32466130457568,0,63.7722441939574
5976,0,1,1,42.68887977880103,0,59.60232188012752
5977,0,0,1,54.08288837366763,0,60.64775021545678
5978,0,0,0,60.89989988516022,0,66.34713277991771
5979,0,0,1,51.48979291251445,0,63.59457428237302
5980,0,1,0,44.72053134761166,0,63.23500924492077
5981,1,0,0,53.18225760460096,1,62.12811646181643
5982,0,1,1,42.57277611425155,0,58.19333837772761
5983,1,0,1,46.55244270263739,1,62.93312601877822
5984,1,1,1,53.20861926370986,1,64.99328501697605
5985,0,0,1,31.77594528092991,0,55.61484646548303
5986,0,1,1,54.96991836933374,0,62.5504418578097
5987,0,0,0,42.57667308694812,0,61.82842217328042
5988,0,0,1,44.74015034064517,0,61.69338964481312
5989,1,0,1,50.77438709861083,1,65.28597737299816
5990,0,1,0,23.29322815396089,1,62.61065532804637
5991,0,0,0,57.09718945972425,1,63.62663723253419
5992,1,0,1,34.94475964880398,1,57.97354442252335
5993,1,1,1,45.46903195862852,1,62.33141732794197
5994,1,0,0,64.96700053273827,1,63.46399258675309
5995,0,0,0,45.1477757389282,0,62.80115041897404
5996,1,0,0,55.81607742211455,1,63.85808903348495
5997,1,1,1,38.26906019586626,1,60.91725610824897
5998,0,1,0,47.18562816649008,0,60.25878150751208
5999,1,1,1,64.2701706814303,1,64.61868047227183
6000,1,0,0,52.82634353546234,1,61.73534849144509
6001,1,1,0,59.80513892130201,0,63.32259689309907
6002,1,1,0,62.7798867250068,1,63.79971858400703
6003,1,0,1,41.9963308502948,1,63.84400543862699
6004,0,0,0,51.11995571382118,0,63.98493428263161
6005,0,0,0,27.29208365750554,0,62.25825538866175
6006,0,1,1,54.97273882171602,0,59.93188181223803
6007,0,0,1,27.73334374552768,0,55.58774570081752
6008,0,0,0,58.16989243850311,0,63.18365614210781
6009,0,1,1,69.56394159079599,0,66.46352282300845
6010,1,0,1,38.71477431244843,1,60.78641947883721
6011,0,1,0,60.64885123608976,0,66.59175308294166
6012,0,0,1,45.57777894871148,0,62.06532819877578
6013,0,0,1,65.05124805855327,1,68.10293262077258
6014,0,0,0,75.27407869877941,0,66.5014573529884
6015,1,1,0,59.81414265799339,1,65.82517075118568
6016,0,1,0,58.14114774263823,0,66.05348290591851
6017,1,0,1,36.85617599606186,1,58.46160147294971
6018,1,1,0,39.88370978829349,0,62.95270302104761
6019,1,1,1,57.80387497375271,1,64.05186434008365
6020,1,1,1,53.71479183066413,1,64.17537236829719
6021,1,0,0,55.94646445732523,1,64.70809503186823
6022,1,0,0,66.35550267224339,0,63.96664202472682
6023,0,1,0,45.59896000461089,0,61.712373104496
6024,0,0,0,48.25899442966215,0,62.22647912582327
6025,0,1,1,39.04176043448518,0,62.85695498723994
6026,1,0,1,49.98657942234617,0,58.69234157169527
6027,0,1,0,49.07242795106158,0,59.87525402314546
6028,0,1,1,31.79346519381062,1,57.76943891847053
6029,1,0,1,39.32484964528799,1,60.8904545923173
6030,1,0,1,45.38830483381227,1,65.08748304424634
6031,1,0,1,50.79680304850623,1,61.58388322108691
6032,1,1,1,44.39308836435121,1,61.23657740452902
6033,0,0,0,59.35811885995895,0,66.02229860247432
6034,1,1,1,66.89370321980716,1,64.30778235664019
6035,0,0,0,47.38104297472597,0,60.1830740146102
6036,1,1,0,51.86094574277726,1,65.4769070700378
6037,0,0,1,41.111846205834,0,61.48291146318174
6038,0,1,0,46.44620434030842,1,63.74221742964974
6039,0,1,0,44.20037921294865,0,62.3160983608953
6040,1,0,1,62.1564174319567,0,61.11915015413161
6041,0,0,1,52.01237579639083,1,58.12646688553026
6042,1,1,1,46.6429982344218,1,61.49209456278024
6043,0,0,0,39.13046617288005,0,60.77209445728693
6044,0,0,1,53.76740470812538,0,59.84343045869782
6045,1,0,1,47.75260712976752,1,63.09937088722715
6046,0,0,1,51.6277110368729,0,61.0687276474152
6047,0,0,0,52.87480865782197,0,62.36684298609993
6048,1,1,0,54.01789276568471,1,60.23902748208458
6049,1,0,1,38.48469522127134,1,57.39123520311222
6050,0,0,1,27.48157616503989,0,57.16297709013638
6051,0,1,0,72.66798779381895,1,66.98551440137079
6052,0,1,0,62.14478027112659,0,65.36463742675392
6053,1,0,0,39.12667884027271,1,60.76660825544123
6054,0,0,1,45.59738983630849,0,58.7524848245348
6055,0,0,0,44.96626844483471,0,58.88521578141679
6056,0,1,0,43.7761115914475,0,62.23348656074486
6057,0,1,0,57.85590291747513,0,63.35642532954172
6058,0,1,1,50.54289375505055,0,60.45339213574606
6059,0,1,1,72.84132885631605,0,64.97003633006739
6060,0,1,1,70.57376383458933,0,63.68683504358636
6061,0,0,1,59.18594718073577,0,62.26724745470103
6062,1,0,1,53.13988443141287,1,64.33171240316938
6063,0,1,1,70.97210397110146,0,65.41706183201794
6064,1,0,1,33.01023828770497,1,56.10216644354432
6065,1,0,0,51.75360884157804,1,62.52370130039478
6066,0,1,0,46.97406238134076,0,61.40528174564707
6067,1,0,0,50.5723695097526,1,62.97884090426361
6068,1,1,0,51.02140431155303,1,63.30729803653968
6069,0,0,1,54.50886341877116,0,61.06317194195525
6070,0,0,0,54.38380735457476,0,60.03129669253056
6071,0,0,1,41.65410339963528,0,59.3834290996368
6072,0,1,0,44.35868160924289,0,59.8554704647533
6073,0,0,0,65.8004218252966,0,67.07544095924821
6074,0,0,1,34.80004081834124,0,58.82238030736302
6075,0,1,1,55.7816429452082,0,64.91031366760345
6076,0,0,0,59.04638740890964,0,64.46834318355089
6077,0,1,0,46.30977304145004,0,61.27673875746165
6078,1,0,1,36.59170773189361,1,59.38768998598663
6079,1,0,1,58.45137597585305,1,64.77001477849039
6080,0,0,0,50.87801865672251,0,63.99368904598772
6081,0,0,0,43.18127201601617,0,60.06172894827139
6082,0,1,1,40.05618047196918,0,62.49650107448537
6083,0,1,1,44.25583549055933,0,58.99520569572539
6084,1,0,1,62.03453753904743,1,63.95614323567236
6085,0,0,0,40.64049574583902,0,61.90981623401353
6086,0,1,1,45.64522304172911,0,63.92032817989312
6087,0,0,1,40.10545487937858,0,61.07249041444219
6088,1,0,0,41.07188603612809,1,63.34666547150967
6089,1,0,1,35.36356082702657,1,57.99045004814487
6090,1,1,0,37.68729524177104,1,66.66160999930563
6091,0,1,0,50.68408834784226,0,64.58247753098655
6092,1,1,1,40.85912894662192,0,62.65651108440685
6093,1,1,1,58.44282811841883,1,62.04771105900731
6094,1,1,1,47.81313305790097,1,63.36368935960902
6095,1,1,1,46.26016729559942,1,63.9114151930638
6096,0,0,1,35.05811687404263,1,62.46450938664463
6097,0,0,1,32.38130497452929,0,61.39159158895735
6098,0,0,1,37.21522800526633,0,59.11437364228793
6099,0,1,1,60.98193397379101,0,63.82145428072233
6100,1,1,0,53.25188230732434,0,64.24080830612449
6101,0,0,0,51.00178174903937,0,66.02381434547
6102,1,1,1,36.71334380252399,1,60.57448774896106
6103,0,1,1,54.72810546503675,0,62.77883056358601
6104,1,0,0,62.2299619863842,0,64.85352312069222
6105,0,1,1,47.1491416948014,0,63.83398842322974
6106,0,1,1,44.49315079217246,0,57.57354929518002
6107,0,0,0,37.51662934931918,1,62.34105805971321
6108,1,0,0,54.15577284842459,1,62.32447983802681
6109,0,1,0,55.83332237191105,0,65.74138822827108
6110,1,0,0,39.20775480164757,1,60.31119280313793
6111,0,0,1,43.92022880304171,1,63.7794644432124
6112,1,1,0,39.01175895433673,1,63.38488070311709
6113,0,1,0,44.75464290003931,0,61.40604843191311
6114,1,0,1,53.90502677174743,1,64.33625605803211
6115,0,0,1,46.11984764750898,0,60.43787762774927
6116,0,1,1,48.8251054711363,0,62.76370053239707
6117,0,0,0,51.04088060462414,0,63.23569088514635
6118,0,0,0,69.69706792805158,0,64.2111936073222
6119,0,1,0,46.62408924363729,0,60.32169127384118
6120,0,0,1,50.15014388025494,0,60.48718973491518
6121,1,1,0,52.87506205185218,1,63.84609739807212
6122,1,0,0,37.483580588099,0,60.1984709066091
6123,1,0,1,35.21768124270281,1,60.6457138290409
6124,1,1,1,49.34749287444851,1,59.96094224479958
6125,1,0,0,59.97851725631188,1,63.83236866310798
6126,1,1,0,42.11255360192421,1,63.41288168803273
6127,1,1,0,53.65508983867542,0,64.13199304573676
6128,1,1,1,41.56201405237801,1,61.73188273041687
6129,1,1,1,53.32737240154992,1,61.38240685335687
6130,0,0,1,44.43474827758848,0,60.25845139514034
6131,1,0,0,48.96926016459322,1,60.91745503537607
6132,1,0,1,52.25963972410645,1,63.16591264444853
6133,0,0,1,53.82785476963925,1,64.94738052234536
6134,0,1,0,44.76047695620865,0,61.17173769227919
6135,1,0,1,50.07152031757366,1,63.79958866050368
6136,1,0,0,47.26721204046659,1,64.27068904235733
6137,0,0,1,49.29739769454874,0,62.91805840965639
6138,1,1,1,57.50819183463265,0,60.68319845088695
6139,0,0,0,53.71874958200974,1,67.00426289862885
6140,0,1,1,52.17270656640328,1,61.89039092425288
6141,0,0,0,32.90332382472428,0,60.55859766936562
6142,0,0,0,83.63399721261187,0,64.14679538749628
6143,0,1,1,45.22921891069721,0,58.28862933698175
6144,1,1,0,43.56196632101913,0,63.52458416220064
6145,0,0,0,37.67789190017234,0,62.32151251051849
6146,1,0,1,34.38853631058247,0,56.67387454217584
6147,1,0,1,43.612287024546,0,58.54442952095738
6148,0,1,0,66.45785077541311,0,65.59233109602056
6149,1,0,0,48.60320244434377,0,60.83485652953709
6150,1,0,0,30.05219341160319,0,59.85608993515269
6151,0,0,1,40.08113879654842,0,58.85674031558847
6152,0,0,0,45.33929934272883,0,63.80089113534478
6153,0,1,1,44.06391972549388,0,61.37831212171729
6154,0,0,1,57.10253985635502,0,60.96365068698927
6155,0,0,1,45.75238487794093,1,59.00148014620397
6156,0,0,1,28.30563928240138,0,56.20515062504638
6157,1,1,1,52.3248384179097,1,62.01274708187611
6158,0,1,0,44.65051914138546,1,60.84962094325609
6159,1,1,1,47.28327474014547,1,61.95322029160196
6160,1,0,0,34.73288032356908,1,63.60764108804525
6161,1,0,0,52.08758277197067,0,60.29366807471139
6162,1,0,0,47.61689637262683,0,64.28392562275901
6163,0,1,1,46.19816697174078,0,58.65342950670778
6164,0,1,0,33.61569441814933,0,61.34630700231099
6165,0,1,0,51.86749463059008,0,62.18128136095633
6166,0,1,1,30.34692441893664,0,60.80356774309809
6167,1,1,1,54.64815645969696,1,63.48910912255856
6168,0,0,1,37.63115617302087,0,56.05605551605023
6169,1,1,0,58.62891932065608,0,65.58923440514937
6170,1,0,0,63.08559228984522,0,64.57774272147208
6171,0,1,1,46.59188201964556,0,59.09758088985298
6172,1,1,1,32.01771611524249,1,60.67022185851955
6173,0,1,1,65.91913910033293,0,67.50502863607463
6174,0,1,1,48.68874994471746,0,62.53181161378001
6175,0,0,0,48.88607803219222,0,62.79425294815849
6176,0,1,0,59.1337721961778,0,63.91004789136122
6177,1,0,0,58.26841323443344,1,66.98909749605016
6178,1,1,1,44.64697385596067,0,60.38186925243546
6179,0,1,0,47.19965413416684,0,60.94405677983297
6180,0,0,0,44.57733133828098,0,65.88359290057194
6181,0,1,0,61.54304216328104,0,62.91972887310066
6182,0,1,1,68.82110963769767,0,66.43502347491113
6183,1,0,0,46.74039534285274,1,63.03301467314831
6184,1,0,0,45.30114275761181,1,62.02670291518977
6185,0,1,1,41.32688912097287,0,63.35895350906506
6186,1,0,0,35.99825270390648,0,60.35806170714417
6187,1,0,0,60.88106334807445,1,66.01432614981458
6188,1,1,0,49.99622732705954,1,60.6005599432271
6189,1,0,0,51.94683487720576,1,64.82327115608679
6190,0,0,0,52.55686638912659,0,63.37115007882071
6191,1,1,1,30.53802161857957,1,61.27166559865118
6192,1,1,1,55.17917523586614,1,61.0977577241148
6193,1,1,1,57.62311525356009,1,61.40223495254615
6194,1,0,1,31.49797396926078,1,58.84930554633743
6195,1,0,1,36.73183580685018,1,61.62011562868374
6196,0,1,0,45.0024101323909,1,62.78168049883788
6197,0,0,0,60.37600375014695,1,63.02121112426378
6198,1,1,0,41.8580924531523,1,58.58255062268243
6199,1,1,0,50.08233207034547,1,64.52256147490647
6200,0,1,0,57.47351580163739,0,62.86693294598395
6201,1,0,0,52.78756712396859,1,62.97466295785749
6202,0,0,0,59.27218761449058,0,63.19038845222752
6203,0,0,1,57.54305179151503,0,61.10186302324794
6204,0,1,1,40.09018305388147,0,60.68932975025411
6205,0,0,0,46.98630546638304,0,63.27002953701576
6206,0,1,1,33.24770159637133,0,58.39224221605028
6207,1,1,0,63.21758615461751,0,67.30534529814165
6208,0,0,0,57.85806523280824,0,64.35848012371879
6209,1,1,1,49.0277789609265,0,59.97648603566624
6210,0,0,0,49.47675701652902,0,63.31204681543112
6211,1,1,0,38.60676711643843,1,61.46247932595197
6212,1,1,1,51.97869060627666,1,62.07066441199303
6213,1,1,0,62.72915857757906,1,65.46022081159244
6214,0,0,1,31.09952684675853,0,58.57515856982226
6215,1,0,0,53.51365231482377,1,65.31138516993794
6216,1,1,0,54.62474739030467,1,62.0995172394223
6217,1,1,0,53.7576161213873,1,66.49042165108091
6218,1,0,1,55.34130532277754,1,66.46881827244964
6219,0,0,1,46.65282189087933,0,62.20692663269755
6220,1,0,1,28.16454610629138,0,57.80347657670532
6221,1,1,0,35.69467050152272,1,61.21834375410823
6222,0,0,0,54.85451152291532,1,63.37419453941893
6223,0,0,0,30.22560599874326,0,62.25523385038812
6224,1,0,0,36.26888379882695,1,56.79541091738366
6225,1,1,0,46.40715406647249,0,62.74329663235859
6226,1,1,0,52.88492825917834,1,64.72246109478576
6227,0,0,0,39.65872411215479,0,63.03702634628494
6228,1,1,0,51.14863045597347,1,59.9890410941731
6229,0,1,1,55.81189375347772,0,63.97919453794555
6230,1,1,1,62.10712702932325,1,66.89596037046124
6231,0,1,0,54.98025254912134,1,62.23875553060663
6232,1,0,1,37.6084191276631,0,60.01520661085905
6233,0,1,1,63.46619109829802,0,63.54799497996861
6234,0,0,1,42.21045605849722,0,60.11416707695622
6235,0,1,0,45.74446751703016,0,64.76719071405293
6236,1,0,0,51.89484764657188,0,59.46346902691026
6237,1,0,0,45.46196252934772,1,62.67217741153312
6238,0,1,1,45.14822471786095,0,55.8398169626459
6239,0,0,0,52.65064400869372,0,64.82135442667128
6240,0,1,0,60.69394393593748,0,65.14655578600228
6241,1,1,0,50.39920070639953,1,61.02858532812721
6242,1,1,1,55.72489850932331,1,61.47209228269336
6243,1,0,1,62.84663000371494,1,63.33529446592444
6244,0,0,1,38.04619075676376,0,61.59283286523932
6245,0,0,0,53.80780469011143,0,63.48866841464346
6246,1,0,1,53.61890602498406,1,60.8962277644529
6247,0,0,1,56.14151144550564,0,62.30170409921833
6248,1,1,1,58.72229627041435,1,62.13327176488355
6249,0,0,0,49.19631012050311,0,63.25830896142495
6250,1,0,1,61.37538147048451,1,63.1053012208051
6251,1,1,0,52.20842836610977,0,64.73738359692213
6252,1,1,1,45.48011498874799,1,59.11921880126025
6253,1,1,0,55.70324585761705,0,63.61928474339391
6254,1,0,0,33.08528617905252,0,61.67505026398285
6255,1,0,0,40.79222400775419,1,62.70473922975361
6256,1,0,1,60.57145468302102,1,66.60483741212501
6257,1,1,0,59.59679371829167,1,63.5721350014535
6258,1,0,0,61.05251969507761,1,65.90721724823356
6259,1,0,1,67.61886464293241,1,65.75077955020053
6260,1,0,0,54.64090069156186,1,64.63203845066585
6261,0,0,1,38.47069702005623,0,61.82451994624853
6262,0,1,0,53.14975978088847,0,62.66225492672112
6263,1,0,0,44.1913613064231,1,63.84170211943901
6264,1,0,1,46.43320545494323,1,61.51854964234619
6265,1,1,1,39.94149753253841,1,60.74724745033102
6266,0,1,1,40.81290148146084,1,60.09612134966116
6267,1,1,1,59.05953205035683,1,62.56759093728793
6268,0,1,1,48.52904301757733,0,60.47076941643439
6269,0,0,1,33.41110187861256,0,59.08733262634682
6270,0,1,1,54.95222581179289,0,60.46938507014469
6271,1,0,1,40.39233286845963,0,59.43482351246544
6272,1,0,1,47.42995181743866,1,62.47702847355715
6273,1,1,0,65.90911099980441,0,67.85156516621265
6274,1,0,1,54.60334665161499,1,63.45872807017152
6275,0,0,0,42.97302760360903,0,63.4286314016657
